employee_id,name,age,gender,department,job_role,salary,monthly_income,years_at_company,education,marital_status,work_life_balance,job_satisfaction,performance_rating,overtime,distance_from_home,attrition
EMP1453,Employee_454,22,Male,Research & Development,Manager,128868,10739,4,PhD,Divorced,4,3,2,No,7.5,0
EMP1454,Employee_455,54,Male,Finance,Financial Analyst,174180,14515,23,Bachelor's Degree,Single,1,3,3,No,16.9,0
EMP1455,Employee_456,51,Female,Sales,Manager,176892,14741,6,Associate Degree,Married,2,3,3,No,27.9,0
EMP1456,Employee_457,39,Male,Sales,Sales Executive,149448,12454,19,High School,Married,4,2,2,No,8.7,0
EMP1457,Employee_458,50,Female,Human Resources,HR Manager,200160,16680,22,Associate Degree,Married,4,1,3,Yes,5.7,1
EMP1458,Employee_459,24,Male,Finance,Financial Analyst,76632,6386,2,Associate Degree,Married,3,2,4,No,10.2,0
EMP1459,Employee_460,42,Female,Finance,Manager,194424,16202,18,Master's Degree,Married,2,3,4,Yes,22.3,1
EMP1460,Employee_461,48,Female,IT,Developer,149064,12422,20,PhD,Married,1,1,3,No,12.8,1
EMP1461,Employee_462,54,Male,Research & Development,Laboratory Technician,146760,12230,19,PhD,Married,3,4,3,No,2.2,0
EMP1462,Employee_463,53,Female,IT,Systems Analyst,174000,14500,20,Master's Degree,Married,3,3,3,No,2.9,0
EMP1463,Employee_464,45,Female,Sales,Manager,192720,16060,15,High School,Married,4,4,3,No,2.2,0
EMP1464,Employee_465,21,Female,Sales,Sales Representative,42588,3549,1,Bachelor's Degree,Married,3,3,3,No,28.2,1
EMP1465,Employee_466,40,Female,Human Resources,HR Manager,163368,13614,15,Bachelor's Degree,Married,3,4,4,No,17.9,0
EMP1466,Employee_467,41,Male,IT,Systems Analyst,136680,11390,13,Master's Degree,Married,4,2,4,No,30.0,0
EMP1467,Employee_468,47,Female,Research & Development,Laboratory Technician,90576,7548,3,Bachelor's Degree,Married,3,2,3,No,9.2,0
EMP1468,Employee_469,44,Female,Sales,Sales Executive,98220,8185,1,Bachelor's Degree,Married,3,4,3,No,3.1,0
EMP1469,Employee_470,20,Male,IT,Systems Analyst,77052,6421,0,PhD,Married,2,2,3,No,5.8,1
EMP1470,Employee_471,43,Male,IT,Manager,198348,16529,16,PhD,Divorced,3,3,4,No,8.3,0
EMP1471,Employee_472,24,Male,Research & Development,Research Scientist,78120,6510,1,High School,Single,2,3,4,No,2.6,1
EMP1472,Employee_473,34,Female,Research & Development,Laboratory Technician,68220,5685,3,Associate Degree,Divorced,1,3,4,No,6.5,0
EMP1473,Employee_474,44,Female,IT,Systems Analyst,165960,13830,23,Bachelor's Degree,Married,2,1,4,Yes,19.7,1
EMP1474,Employee_475,35,Male,IT,Manager,174864,14572,14,Associate Degree,Married,4,3,3,Yes,8.7,0
EMP1475,Employee_476,56,Female,Research & Development,Manager,234936,19578,25,Bachelor's Degree,Married,2,4,3,Yes,20.9,1
EMP1476,Employee_477,23,Female,IT,Developer,62784,5232,0,Associate Degree,Married,4,4,3,No,3.9,0
EMP1477,Employee_478,55,Female,Human Resources,HR Manager,209280,17440,24,Master's Degree,Single,3,1,3,No,8.5,0
EMP1478,Employee_479,58,Female,Research & Development,Laboratory Technician,114564,9547,5,PhD,Divorced,4,2,4,No,1.5,0
EMP1479,Employee_480,33,Male,Sales,Sales Executive,91956,7663,5,Master's Degree,Divorced,3,1,3,No,29.7,1
EMP1480,Employee_481,22,Female,Sales,Sales Representative,49104,4092,2,High School,Married,4,2,4,No,19.3,1
EMP1481,Employee_482,50,Female,Sales,Sales Executive,174420,14535,25,Associate Degree,Married,3,4,3,No,2.8,0
EMP1482,Employee_483,25,Female,Sales,Sales Representative,68388,5699,7,PhD,Married,4,3,3,No,13.5,0
EMP1483,Employee_484,53,Female,IT,Systems Analyst,175488,14624,20,Bachelor's Degree,Single,2,3,3,Yes,7.9,0
EMP1484,Employee_485,39,Female,Finance,Manager,166188,13849,7,Bachelor's Degree,Divorced,2,3,3,No,19.3,0
EMP1485,Employee_486,38,Male,Research & Development,Laboratory Technician,108288,9024,11,Associate Degree,Married,3,1,3,No,11.2,0
EMP1486,Employee_487,52,Male,IT,Systems Analyst,183816,15318,25,Bachelor's Degree,Married,3,3,3,No,11.4,0
EMP1487,Employee_488,57,Female,Sales,Sales Representative,139608,11634,16,Bachelor's Degree,Married,2,4,4,Yes,14.5,0
EMP1488,Employee_489,33,Female,IT,Developer,116640,9720,12,Bachelor's Degree,Divorced,1,2,3,Yes,14.3,1
EMP1489,Employee_490,53,Male,Research & Development,Laboratory Technician,149184,12432,22,High School,Married,4,1,2,No,9.3,0
EMP1490,Employee_491,49,Female,Human Resources,HR Manager,162060,13505,11,Bachelor's Degree,Married,4,2,3,No,3.3,0
EMP1491,Employee_492,48,Male,IT,Developer,127596,10633,10,High School,Married,2,3,3,Yes,11.6,0
EMP1492,Employee_493,59,Female,Finance,Financial Analyst,175248,14604,20,Bachelor's Degree,Divorced,3,3,4,No,19.1,0
EMP1493,Employee_494,25,Male,Research & Development,Manager,134700,11225,2,Bachelor's Degree,Married,3,4,3,No,3.5,0
EMP1494,Employee_495,24,Male,Sales,Sales Representative,62904,5242,6,Associate Degree,Divorced,4,1,1,No,17.7,0
EMP1495,Employee_496,59,Male,Sales,Sales Representative,101232,8436,4,High School,Single,4,3,3,No,28.6,0
EMP1496,Employee_497,51,Female,Human Resources,Manager,166320,13860,4,Associate Degree,Married,4,2,3,No,26.3,0
EMP1497,Employee_498,58,Male,Human Resources,Manager,177564,14797,4,Associate Degree,Single,3,1,3,No,14.2,0
EMP1498,Employee_499,32,Male,Research & Development,Laboratory Technician,85788,7149,7,PhD,Single,1,1,3,No,3.3,1
EMP1499,Employee_500,34,Female,Sales,Sales Representative,106476,8873,16,Associate Degree,Single,2,1,3,No,12.2,1
EMP1500,Employee_501,42,Male,Research & Development,Research Scientist,165096,13758,22,Bachelor's Degree,Single,3,3,4,No,15.9,0
EMP1501,Employee_502,37,Male,Sales,Sales Executive,86940,7245,0,High School,Married,4,4,3,No,28.1,0
EMP1502,Employee_503,23,Female,Sales,Sales Representative,56676,4723,4,Master's Degree,Single,2,1,3,No,14.4,1
EMP1503,Employee_504,54,Male,IT,Developer,112896,9408,5,Bachelor's Degree,Married,3,2,1,No,14.3,0
EMP1504,Employee_505,58,Male,Research & Development,Manager,208104,17342,14,Master's Degree,Married,2,3,4,No,14.4,0
EMP1505,Employee_506,50,Male,Sales,Sales Representative,127524,10627,15,Associate Degree,Single,2,3,1,No,4.6,0
EMP1506,Employee_507,45,Male,IT,Systems Analyst,164940,13745,21,PhD,Married,4,1,4,Yes,2.5,1
EMP1507,Employee_508,49,Male,Human Resources,HR Specialist,127356,10613,14,Bachelor's Degree,Single,3,2,3,Yes,26.5,1
EMP1508,Employee_509,42,Male,Sales,Manager,173328,14444,7,Bachelor's Degree,Divorced,3,2,3,No,26.4,0
EMP1509,Employee_510,30,Male,Finance,Manager,148452,12371,6,Associate Degree,Married,3,4,3,No,6.9,0
EMP1510,Employee_511,42,Male,Sales,Sales Executive,150576,12548,18,High School,Divorced,3,2,3,No,17.4,0
EMP1511,Employee_512,53,Female,IT,Developer,101724,8477,1,Bachelor's Degree,Married,2,2,4,No,10.2,1
EMP1512,Employee_513,51,Female,IT,Developer,164040,13670,23,High School,Married,3,4,2,No,19.6,0
EMP1513,Employee_514,31,Male,IT,Developer,72660,6055,1,Bachelor's Degree,Divorced,4,4,3,Yes,16.1,1
EMP1514,Employee_515,43,Female,Sales,Manager,155880,12990,3,Associate Degree,Married,3,2,3,No,23.4,0
EMP1515,Employee_516,26,Male,Sales,Manager,141204,11767,4,Master's Degree,Married,3,4,3,No,4.5,1
EMP1516,Employee_517,50,Male,Human Resources,Manager,171684,14307,7,Master's Degree,Married,1,4,3,No,26.1,0
EMP1517,Employee_518,37,Male,Finance,Financial Analyst,139752,11646,18,Bachelor's Degree,Single,2,2,3,No,26.9,1
EMP1518,Employee_519,40,Male,IT,Systems Analyst,160416,13368,21,Associate Degree,Divorced,3,4,4,No,5.5,0
EMP1519,Employee_520,48,Male,IT,Developer,117420,9785,9,Master's Degree,Married,3,2,4,No,18.1,0
EMP1520,Employee_521,38,Female,IT,Developer,125976,10498,16,Bachelor's Degree,Married,2,3,3,No,13.5,0
EMP1521,Employee_522,39,Female,IT,Systems Analyst,129420,10785,13,Bachelor's Degree,Divorced,3,1,2,No,1.5,0
EMP1522,Employee_523,46,Female,Research & Development,Research Scientist,111456,9288,0,Bachelor's Degree,Married,2,2,4,No,16.2,0
EMP1523,Employee_524,40,Male,Sales,Sales Executive,141132,11761,19,Bachelor's Degree,Single,4,2,3,Yes,11.4,1
EMP1524,Employee_525,44,Male,Sales,Sales Representative,92424,7702,6,Associate Degree,Married,4,4,3,No,4.6,0
EMP1525,Employee_526,50,Female,IT,Systems Analyst,138792,11566,10,Bachelor's Degree,Divorced,2,4,1,Yes,21.2,1
EMP1526,Employee_527,45,Female,Sales,Manager,164460,13705,3,Master's Degree,Divorced,3,3,3,No,25.6,0
EMP1527,Employee_528,50,Female,Human Resources,HR Specialist,150360,12530,22,Master's Degree,Married,1,2,3,No,28.1,1
EMP1528,Employee_529,24,Male,IT,Manager,141372,11781,6,High School,Married,2,3,3,No,19.2,0
EMP1529,Employee_530,46,Male,IT,Systems Analyst,143556,11963,15,PhD,Married,3,3,3,No,13.9,0
EMP1530,Employee_531,36,Female,Sales,Sales Executive,114408,9534,8,Bachelor's Degree,Divorced,2,2,2,Yes,22.7,1
EMP1531,Employee_532,31,Female,Sales,Sales Representative,84708,7059,11,Bachelor's Degree,Divorced,3,2,2,Yes,14.5,1
EMP1532,Employee_533,44,Female,Finance,Accountant,157956,13163,23,Associate Degree,Married,3,3,3,Yes,15.2,0
EMP1533,Employee_534,35,Female,Finance,Manager,171636,14303,13,High School,Single,3,4,2,No,18.3,0
EMP1534,Employee_535,26,Female,Research & Development,Manager,146700,12225,5,Bachelor's Degree,Married,2,1,3,No,18.8,1
EMP1535,Employee_536,29,Male,Sales,Manager,160656,13388,10,High School,Divorced,3,2,3,No,28.5,0
EMP1536,Employee_537,53,Female,Sales,Sales Executive,122988,10249,7,Associate Degree,Married,1,3,2,No,18.2,0
EMP1537,Employee_538,58,Female,IT,Systems Analyst,185256,15438,22,Bachelor's Degree,Married,3,1,1,No,7.3,0
EMP1538,Employee_539,48,Female,Research & Development,Research Scientist,137736,11478,11,PhD,Married,2,3,3,No,20.1,0
EMP1539,Employee_540,35,Male,Sales,Sales Representative,90336,7528,12,Bachelor's Degree,Divorced,3,3,3,Yes,22.7,1
EMP1540,Employee_541,35,Male,IT,Manager,156864,13072,6,PhD,Single,4,3,4,No,11.6,0
EMP1541,Employee_542,58,Male,Sales,Manager,170424,14202,3,Master's Degree,Married,2,4,3,No,6.5,0
EMP1542,Employee_543,20,Male,Finance,Financial Analyst,68400,5700,0,Bachelor's Degree,Single,1,2,3,No,15.0,1
EMP1543,Employee_544,48,Female,Sales,Sales Executive,102408,8534,1,Associate Degree,Divorced,3,3,3,Yes,17.7,1
EMP1544,Employee_545,45,Male,IT,Developer,148632,12386,20,Bachelor's Degree,Married,3,1,4,No,29.3,0
EMP1545,Employee_546,52,Female,Human Resources,HR Manager,178212,14851,16,High School,Married,3,2,3,Yes,14.7,1
EMP1546,Employee_547,49,Male,IT,Developer,126384,10532,10,Associate Degree,Single,3,3,4,No,17.9,0
EMP1547,Employee_548,29,Male,Finance,Manager,153264,12772,6,Master's Degree,Divorced,3,1,3,No,3.5,0
EMP1548,Employee_549,34,Female,Sales,Sales Representative,60828,5069,2,Bachelor's Degree,Single,4,2,3,No,16.7,1
EMP1549,Employee_550,26,Male,Research & Development,Research Scientist,99348,8279,7,Bachelor's Degree,Divorced,1,3,3,No,10.8,0
EMP1550,Employee_551,50,Female,Sales,Sales Representative,94188,7849,5,Associate Degree,Divorced,4,1,3,No,20.9,1
EMP1551,Employee_552,39,Female,IT,Developer,108576,9048,10,Associate Degree,Married,3,4,3,No,17.2,0
EMP1552,Employee_553,31,Female,IT,Systems Analyst,96156,8013,3,Bachelor's Degree,Married,4,1,3,Yes,8.1,1
EMP1553,Employee_554,21,Female,Finance,Manager,125832,10486,2,Master's Degree,Single,2,3,3,No,16.0,0
EMP1554,Employee_555,33,Female,Sales,Sales Representative,69192,5766,2,Master's Degree,Married,2,3,1,No,11.4,0
EMP1555,Employee_556,28,Female,Research & Development,Research Scientist,92580,7715,2,Master's Degree,Married,2,1,3,No,20.2,1
EMP1556,Employee_557,58,Male,IT,Developer,153348,12779,15,Bachelor's Degree,Single,3,4,3,Yes,23.4,1
EMP1557,Employee_558,27,Male,Sales,Sales Representative,77568,6464,8,Master's Degree,Married,3,3,2,Yes,13.1,1
EMP1558,Employee_559,21,Female,Sales,Sales Executive,72480,6040,2,Associate Degree,Single,1,3,4,No,14.8,1
EMP1559,Employee_560,41,Female,IT,Developer,111588,9299,8,High School,Married,1,3,3,No,6.1,0
EMP1560,Employee_561,50,Female,Research & Development,Research Scientist,154980,12915,14,Master's Degree,Married,4,3,1,No,8.7,0
EMP1561,Employee_562,59,Female,Research & Development,Laboratory Technician,108444,9037,6,Bachelor's Degree,Married,2,3,3,No,11.3,0
EMP1562,Employee_563,53,Female,Sales,Sales Representative,145008,12084,21,Bachelor's Degree,Divorced,2,3,3,Yes,4.6,0
EMP1563,Employee_564,36,Male,Human Resources,Manager,187692,15641,16,Bachelor's Degree,Single,2,2,3,No,22.4,1
EMP1564,Employee_565,30,Female,IT,Systems Analyst,115332,9611,9,Bachelor's Degree,Divorced,3,3,4,No,25.9,0
EMP1565,Employee_566,21,Female,Human Resources,HR Specialist,59556,4963,3,Associate Degree,Single,4,3,4,Yes,28.0,1
EMP1566,Employee_567,57,Male,Sales,Sales Representative,161496,13458,24,Associate Degree,Married,2,3,4,No,21.9,0
EMP1567,Employee_568,25,Female,Sales,Manager,132888,11074,4,Bachelor's Degree,Divorced,3,3,4,Yes,18.5,1
EMP1568,Employee_569,45,Female,IT,Developer,98016,8168,3,PhD,Divorced,3,2,4,No,9.8,0
EMP1569,Employee_570,50,Male,IT,Systems Analyst,122256,10188,5,Bachelor's Degree,Married,3,2,3,No,6.5,0
EMP1570,Employee_571,29,Male,Sales,Manager,139128,11594,1,Associate Degree,Divorced,4,3,3,No,20.1,0
EMP1571,Employee_572,59,Female,Sales,Sales Executive,163524,13627,18,Bachelor's Degree,Divorced,3,4,3,No,25.9,0
EMP1572,Employee_573,28,Female,IT,Manager,136152,11346,4,High School,Divorced,4,3,3,Yes,9.5,0
EMP1573,Employee_574,46,Male,Sales,Sales Executive,121800,10150,8,Master's Degree,Divorced,4,3,3,No,12.1,0
EMP1574,Employee_575,38,Female,Sales,Sales Executive,85596,7133,1,Bachelor's Degree,Divorced,4,4,3,No,15.4,0
EMP1575,Employee_576,52,Male,Finance,Manager,204540,17045,15,Associate Degree,Divorced,1,4,3,Yes,23.9,1
EMP1576,Employee_577,35,Male,Research & Development,Manager,139260,11605,0,Bachelor's Degree,Married,3,4,3,No,29.1,0
EMP1577,Employee_578,34,Male,Sales,Sales Representative,86580,7215,11,High School,Single,3,4,1,No,13.6,0
EMP1578,Employee_579,52,Female,Sales,Sales Executive,172848,14404,22,Bachelor's Degree,Married,4,3,4,No,2.2,0
EMP1579,Employee_580,57,Female,Human Resources,Manager,192384,16032,9,Bachelor's Degree,Divorced,2,1,4,No,11.0,0
EMP1580,Employee_581,48,Male,IT,Developer,98388,8199,2,High School,Married,3,3,1,Yes,1.4,1
EMP1581,Employee_582,47,Male,Sales,Sales Executive,150852,12571,17,Bachelor's Degree,Married,3,3,1,No,28.8,0
EMP1582,Employee_583,43,Female,IT,Systems Analyst,124488,10374,8,Master's Degree,Single,4,4,2,No,14.2,0
EMP1583,Employee_584,31,Male,IT,Systems Analyst,113232,9436,8,Bachelor's Degree,Married,2,4,3,No,21.0,0
EMP1584,Employee_585,54,Male,IT,Developer,99852,8321,1,Bachelor's Degree,Married,4,4,3,No,8.2,0
EMP1585,Employee_586,48,Female,Sales,Sales Representative,100932,8411,9,Bachelor's Degree,Married,3,3,2,No,6.3,0
EMP1586,Employee_587,23,Female,Sales,Manager,128832,10736,3,Master's Degree,Divorced,1,3,3,No,13.6,0
EMP1587,Employee_588,29,Male,Finance,Financial Analyst,83304,6942,0,Bachelor's Degree,Divorced,4,2,3,No,2.3,0
EMP1588,Employee_589,59,Female,Human Resources,Manager,186360,15530,6,PhD,Single,3,4,3,Yes,1.8,0
EMP1589,Employee_590,34,Male,Research & Development,Research Scientist,114228,9519,6,Master's Degree,Married,2,4,3,No,21.1,0
EMP1590,Employee_591,45,Female,Sales,Sales Representative,97020,8085,10,High School,Married,3,3,3,No,22.8,0
EMP1591,Employee_592,28,Male,Research & Development,Research Scientist,99276,8273,4,Associate Degree,Married,3,4,3,Yes,23.5,1
EMP1592,Employee_593,40,Male,IT,Developer,148008,12334,21,Bachelor's Degree,Married,2,3,3,No,24.8,0
EMP1593,Employee_594,53,Female,Human Resources,HR Specialist,148500,12375,20,Bachelor's Degree,Married,2,2,3,No,25.9,0
EMP1594,Employee_595,40,Male,Research & Development,Laboratory Technician,121176,10098,17,Associate Degree,Married,3,2,3,No,7.1,0
EMP1595,Employee_596,44,Male,IT,Systems Analyst,180576,15048,25,Associate Degree,Married,3,4,4,Yes,27.5,1
EMP1596,Employee_597,56,Male,Finance,Manager,241008,20084,25,Associate Degree,Married,2,4,3,Yes,26.4,1
EMP1597,Employee_598,50,Female,IT,Developer,114912,9576,7,Bachelor's Degree,Married,2,1,2,No,25.8,1
EMP1598,Employee_599,34,Female,Research & Development,Research Scientist,116568,9714,8,Bachelor's Degree,Married,3,2,2,No,16.8,1
EMP1599,Employee_600,28,Male,Human Resources,Manager,160092,13341,9,Bachelor's Degree,Married,1,4,3,No,22.9,0
EMP1600,Employee_601,57,Female,IT,Developer,178500,14875,24,Master's Degree,Married,2,4,3,Yes,27.5,0
EMP1601,Employee_602,45,Female,Sales,Sales Executive,164676,13723,21,Bachelor's Degree,Divorced,1,3,1,No,12.9,0
EMP1602,Employee_603,24,Female,IT,Systems Analyst,74088,6174,1,Bachelor's Degree,Divorced,4,4,3,No,20.1,0
EMP1603,Employee_604,47,Male,Research & Development,Research Scientist,145872,12156,14,Master's Degree,Married,3,4,2,No,17.1,0
EMP1604,Employee_605,22,Male,Research & Development,Research Scientist,78504,6542,0,Bachelor's Degree,Married,1,4,4,Yes,13.5,1
EMP1605,Employee_606,23,Male,Sales,Manager,127644,10637,3,PhD,Single,3,1,3,No,2.9,0
EMP1606,Employee_607,31,Male,IT,Manager,159108,13259,10,Bachelor's Degree,Married,1,2,3,No,22.5,1
EMP1607,Employee_608,54,Male,Finance,Manager,216384,18032,19,PhD,Single,3,4,3,No,20.0,0
EMP1608,Employee_609,30,Female,Human Resources,Manager,164868,13739,10,Bachelor's Degree,Single,3,3,2,Yes,10.6,0
EMP1609,Employee_610,36,Male,IT,Developer,111720,9310,11,Bachelor's Degree,Married,3,3,3,No,16.7,0
EMP1610,Employee_611,35,Female,IT,Systems Analyst,111072,9256,9,Bachelor's Degree,Married,3,2,3,Yes,9.7,1
EMP1611,Employee_612,59,Female,Human Resources,Manager,169044,14087,0,Bachelor's Degree,Divorced,3,2,2,Yes,27.0,1
EMP1612,Employee_613,33,Female,IT,Systems Analyst,105780,8815,5,Master's Degree,Married,2,3,3,No,21.0,0
EMP1613,Employee_614,55,Male,IT,Developer,118044,9837,6,PhD,Married,4,2,3,No,13.3,0
EMP1614,Employee_615,22,Male,Human Resources,Manager,135828,11319,4,Associate Degree,Single,3,1,3,No,6.5,0
EMP1615,Employee_616,42,Female,Sales,Manager,185256,15438,11,Associate Degree,Single,1,4,1,No,25.4,1
EMP1616,Employee_617,23,Male,Sales,Manager,131052,10921,4,Bachelor's Degree,Single,2,4,4,Yes,23.1,1
EMP1617,Employee_618,43,Male,Human Resources,HR Specialist,134292,11191,19,PhD,Divorced,3,3,4,Yes,7.5,0
EMP1618,Employee_619,52,Male,Research & Development,Manager,162768,13564,0,Master's Degree,Divorced,1,2,3,No,9.5,1
EMP1619,Employee_620,29,Female,Sales,Sales Representative,67704,5642,3,Master's Degree,Single,3,3,3,No,5.0,0
EMP1620,Employee_621,22,Male,Sales,Sales Executive,76860,6405,3,Associate Degree,Divorced,4,1,3,Yes,26.0,1
EMP1621,Employee_622,23,Female,Finance,Accountant,69324,5777,1,Associate Degree,Divorced,3,4,2,Yes,20.8,0
EMP1622,Employee_623,45,Male,Sales,Sales Executive,126036,10503,9,Bachelor's Degree,Married,3,3,4,No,23.7,0
EMP1623,Employee_624,22,Female,Human Resources,Manager,130392,10866,4,Bachelor's Degree,Married,4,3,3,Yes,4.5,0
EMP1624,Employee_625,27,Female,Research & Development,Manager,135588,11299,3,Associate Degree,Divorced,3,1,3,Yes,29.7,1
EMP1625,Employee_626,42,Male,Research & Development,Research Scientist,112452,9371,4,Bachelor's Degree,Married,3,3,4,Yes,14.0,1
EMP1626,Employee_627,56,Female,Sales,Manager,228396,19033,23,Associate Degree,Married,1,3,4,Yes,25.1,1
EMP1627,Employee_628,29,Female,Sales,Sales Executive,106272,8856,10,Associate Degree,Single,3,3,1,No,27.6,0
EMP1628,Employee_629,27,Female,IT,Systems Analyst,103728,8644,8,Bachelor's Degree,Married,2,4,4,No,25.4,0
EMP1629,Employee_630,44,Female,IT,Developer,87888,7324,0,Bachelor's Degree,Single,3,4,4,No,27.5,1
EMP1630,Employee_631,44,Female,Sales,Sales Executive,109656,9138,4,Associate Degree,Married,3,4,2,No,29.2,0
EMP1631,Employee_632,41,Female,Sales,Sales Executive,113208,9434,6,Associate Degree,Married,4,3,4,Yes,17.7,1
EMP1632,Employee_633,49,Female,IT,Developer,133512,11126,12,High School,Married,2,2,3,No,10.6,0
EMP1633,Employee_634,28,Female,IT,Systems Analyst,107088,8924,10,High School,Married,3,4,3,No,24.6,0
EMP1634,Employee_635,26,Male,Sales,Sales Executive,83112,6926,5,Bachelor's Degree,Married,4,3,3,No,9.0,0
EMP1635,Employee_636,27,Male,Research & Development,Research Scientist,91572,7631,4,Bachelor's Degree,Divorced,3,4,3,Yes,3.1,1
EMP1636,Employee_637,49,Male,Human Resources,HR Specialist,118752,9896,9,Associate Degree,Single,3,4,2,Yes,22.4,1
EMP1637,Employee_638,45,Female,Research & Development,Research Scientist,148188,12349,13,Associate Degree,Married,1,1,3,No,19.7,1
EMP1638,Employee_639,50,Male,Sales,Sales Representative,143400,11950,21,Bachelor's Degree,Single,3,1,2,Yes,17.9,0
EMP1639,Employee_640,38,Male,Research & Development,Laboratory Technician,118704,9892,15,Bachelor's Degree,Single,4,3,2,No,13.2,1
EMP1640,Employee_641,45,Female,Research & Development,Manager,205572,17131,18,Bachelor's Degree,Single,2,3,3,Yes,20.3,0
EMP1641,Employee_642,21,Male,Research & Development,Research Scientist,84228,7019,3,High School,Single,2,3,3,Yes,21.0,0
EMP1642,Employee_643,37,Female,IT,Developer,109680,9140,10,High School,Married,2,3,3,No,21.7,0
EMP1643,Employee_644,42,Female,IT,Developer,93324,7777,2,Master's Degree,Married,4,4,3,No,1.7,0
EMP1644,Employee_645,55,Male,IT,Manager,210384,17532,18,Associate Degree,Married,3,3,3,No,25.7,0
EMP1645,Employee_646,22,Male,Research & Development,Manager,126528,10544,0,High School,Married,2,1,4,Yes,7.8,1
EMP1646,Employee_647,24,Male,Sales,Manager,125160,10430,2,Associate Degree,Divorced,3,3,3,No,7.9,0
EMP1647,Employee_648,21,Male,Human Resources,HR Manager,94392,7866,0,High School,Married,4,3,4,No,16.7,0
EMP1648,Employee_649,23,Male,Research & Development,Laboratory Technician,65172,5431,5,Associate Degree,Married,4,2,4,No,16.3,0
EMP1649,Employee_650,54,Female,Human Resources,HR Specialist,153624,12802,18,Associate Degree,Married,2,4,3,Yes,26.1,1
EMP1650,Employee_651,59,Male,Sales,Sales Executive,132924,11077,7,Bachelor's Degree,Married,2,1,1,Yes,5.0,1
EMP1651,Employee_652,47,Female,Research & Development,Research Scientist,130488,10874,6,Bachelor's Degree,Single,2,3,3,No,18.4,0
EMP1652,Employee_653,41,Female,Finance,Accountant,131340,10945,16,Bachelor's Degree,Married,3,3,3,No,15.9,0
EMP1653,Employee_654,46,Male,Sales,Manager,160848,13404,5,Bachelor's Degree,Single,3,4,3,Yes,15.2,0
EMP1654,Employee_655,20,Male,Research & Development,Manager,128544,10712,2,Associate Degree,Married,3,3,3,No,20.4,0
EMP1655,Employee_656,42,Male,Human Resources,Manager,210864,17572,21,Bachelor's Degree,Single,4,2,4,No,3.3,0
EMP1656,Employee_657,39,Female,Research & Development,Manager,155148,12929,5,Bachelor's Degree,Married,4,3,4,Yes,13.9,0
EMP1657,Employee_658,29,Female,Sales,Sales Executive,109344,9112,11,Associate Degree,Divorced,4,2,2,No,22.1,0
EMP1658,Employee_659,57,Male,Research & Development,Manager,195648,16304,10,Master's Degree,Divorced,2,2,3,No,2.1,0
EMP1659,Employee_660,48,Female,Research & Development,Manager,211680,17640,18,Bachelor's Degree,Single,4,1,3,Yes,8.5,1
EMP1660,Employee_661,32,Male,Finance,Manager,152556,12713,7,Bachelor's Degree,Divorced,4,2,3,No,10.0,0
EMP1661,Employee_662,49,Female,Sales,Sales Representative,79380,6615,1,Bachelor's Degree,Divorced,3,2,3,Yes,19.2,1
EMP1662,Employee_663,48,Male,Sales,Sales Executive,104688,8724,1,Bachelor's Degree,Divorced,3,4,3,Yes,21.1,1
EMP1663,Employee_664,27,Female,Finance,Accountant,93732,7811,9,Associate Degree,Divorced,3,3,3,No,8.2,0
EMP1664,Employee_665,27,Male,Human Resources,HR Manager,128652,10721,8,Bachelor's Degree,Divorced,2,1,4,No,4.2,0
EMP1665,Employee_666,26,Male,Research & Development,Manager,130320,10860,0,Master's Degree,Married,4,1,2,No,3.9,0
EMP1666,Employee_667,51,Male,Sales,Sales Representative,101844,8487,7,Master's Degree,Married,3,3,3,No,7.8,0
EMP1667,Employee_668,40,Male,IT,Developer,136032,11336,19,High School,Single,3,3,3,No,17.5,0
EMP1668,Employee_669,53,Female,Sales,Manager,212232,17686,16,Bachelor's Degree,Married,3,4,3,No,23.6,0
EMP1669,Employee_670,29,Female,Sales,Sales Representative,73296,6108,5,Master's Degree,Divorced,3,4,3,No,4.9,0
EMP1670,Employee_671,45,Female,Research & Development,Manager,177324,14777,9,Bachelor's Degree,Married,3,3,3,No,6.8,0
EMP1671,Employee_672,36,Female,Finance,Manager,182076,15173,15,Associate Degree,Married,3,4,4,No,18.3,0
EMP1672,Employee_673,51,Female,Research & Development,Manager,155784,12982,1,Master's Degree,Single,3,4,3,No,23.6,0
EMP1673,Employee_674,28,Male,IT,Systems Analyst,83832,6986,2,Associate Degree,Married,2,3,3,No,2.1,0
EMP1674,Employee_675,44,Male,IT,Manager,200016,16668,19,Master's Degree,Married,3,1,3,No,15.5,0
EMP1675,Employee_676,50,Male,Sales,Manager,214968,17914,18,Bachelor's Degree,Married,3,3,2,No,4.1,0
EMP1676,Employee_677,25,Male,IT,Developer,82992,6916,6,Bachelor's Degree,Single,4,1,3,Yes,1.2,1
EMP1677,Employee_678,36,Male,IT,Systems Analyst,141792,11816,16,Bachelor's Degree,Married,3,2,3,Yes,21.2,1
EMP1678,Employee_679,43,Female,Sales,Sales Representative,75996,6333,4,Associate Degree,Single,2,2,2,No,11.9,0
EMP1679,Employee_680,39,Male,Sales,Sales Executive,134628,11219,15,High School,Married,2,2,3,No,15.7,0
EMP1680,Employee_681,53,Male,IT,Developer,127584,10632,9,Bachelor's Degree,Single,1,3,3,No,29.3,1
